seed,n,positive_rate,auroc,auprc,ece,brier
image_seed42,112120,0.012763110952550838,0.714062942098163,0.029180656599755064,0.43726741544803643,0.2678960859775543
image_seed123,112120,0.012763110952550838,0.7230558640703706,0.03024054904755099,0.4456563927306981,0.2694910764694214
image_seed456,112120,0.012763110952550838,0.7231931908060861,0.030146471644204014,0.43755171599838105,0.2599920630455017
image_seed789,112120,0.012763110952550838,0.7197729520359797,0.03000356394476789,0.4574719355675872,0.2755986154079437
image_seed1000,112120,0.012763110952550838,0.7281348983151774,0.032444693172459405,0.437097093884282,0.26938411593437195
